Nro_doc,fecha,Item,Codigo,Cantidad,Precio
4070.0,2022-05-04 00:00:00,5.0,1310,1,7500
4477.0,2022-08-12 00:00:00,1.0,1004,1,23000
4477.0,2022-08-12 00:00:00,2.0,1106,1,11500
4477.0,2022-08-12 00:00:00,3.0,1306,1,8000
4478.0,2022-08-12 00:00:00,1.0,2312,2,12500
4479.0,2022-08-12 00:00:00,1.0,6102,1,2000
4480.0,2022-08-12 00:00:00,1.0,1606,1,14000
4481.0,2022-08-12 00:00:00,1.0,6410,1,14500
4482.0,2022-08-12 00:00:00,1.0,6102,2,4000
4482.0,2022-08-12 00:00:00,2.0,6322,1,17500
4483.0,2022-08-12 00:00:00,1.0,1908,1,9800
4484.0,2022-08-16 00:00:00,1.0,6102,1,5000
4485.0,2022-08-16 00:00:00,1.0,6420,1,5000
4485.0,2022-08-16 00:00:00,2.0,1620,1,5000
4486.0,2022-08-16 00:00:00,1.0,1422,1,12000
4486.0,2022-08-16 00:00:00,2.0,1614,1,16000
4487.0,2022-08-16 00:00:00,1.0,9324,1,15000
4488.0,2022-08-16 00:00:00,1.0,2124,1,18000
4489.0,2022-08-17 00:00:00,1.0,6102,1,2000
4490.0,2022-08-17 00:00:00,1.0,6102,1,15000
4491.0,2022-08-17 00:00:00,1.0,2308,1,11500
4492.0,2022-08-17 00:00:00,1.0,1116,1,14000
4493.0,2022-08-17 00:00:00,1.0,1312,1,8000
4494.0,2022-08-17 00:00:00,1.0,1012,2,25000
4494.0,2022-08-17 00:00:00,2.0,1312,2,9000
4495.0,2022-08-17 00:00:00,1.0,1616,1,16500
4496.0,2022-08-17 00:00:00,1.0,1006,1,23500
4497.0,2022-08-18 00:00:00,1.0,9016,1,11500
4498.0,2022-08-18 00:00:00,1.0,9320,1,13500
4499.0,2022-08-18 00:00:00,1.0,2320,2,14500
4500.0,2022-08-18 00:00:00,1.0,1120,1,14500
4500.0,2022-08-18 00:00:00,2.0,1320,1,9800
4501.0,2022-08-18 00:00:00,1.0,2310,1,12000
4502.0,2022-08-19 00:00:00,1.0,6404,1,13000
4503.0,2022-08-19 00:00:00,1.0,6102,1,3000
4504.0,2022-08-19 00:00:00,1.0,2316,1,12500
4506.0,2022-08-19 00:00:00,1.0,2320,1,14500
4507.0,2022-08-19 00:00:00,1.0,2320,1,14500
4100.0,2022-05-06 00:00:00,1.0,1522,1,17500
4100.0,2022-05-06 00:00:00,2.0,1216,1,14500
4098.0,2022-05-06 00:00:00,1.0,2320,1,14000
4097.0,2022-05-06 00:00:00,1.0,1012,1,26000
4097.0,2022-05-06 00:00:00,2.0,2204,1,25000
4096.0,2022-05-06 00:00:00,1.0,2516,1,12000
4095.0,2022-05-06 00:00:00,1.0,2222,1,28500
4099.0,2022-05-06 00:00:00,1.0,4910,1,13800
4094.0,2022-05-06 00:00:00,1.0,1616,1,16000
4094.0,2022-05-06 00:00:00,2.0,2314,1,13000
4094.0,2022-05-06 00:00:00,3.0,1314,1,8200
4093.0,2022-05-06 00:00:00,1.0,1014,1,25000
4092.0,2022-05-05 00:00:00,1.0,2314,1,13000
4091.0,2022-05-05 00:00:00,1.0,2312,1,12500
4090.0,2022-05-05 00:00:00,1.0,1414,2,8500
4090.0,2022-05-05 00:00:00,2.0,1214,1,14500
4086.0,2022-05-05 00:00:00,1.0,6322,1,18500
4508.0,2022-08-19 00:00:00,1.0,6101,1,10000
4509.0,2022-08-22 00:00:00,1.0,1906,1,9500
4510.0,2022-08-22 00:00:00,1.0,1516,1,16500
4511.0,2022-08-22 00:00:00,1.0,1912,1,8800
4511.0,2022-08-22 00:00:00,2.0,1112,2,13000
4511.0,2022-08-22 00:00:00,3.0,1612,1,15500
4512.0,2022-08-22 00:00:00,1.0,6406,1,13500
4513.0,2022-08-22 00:00:00,1.0,1616,1,16500
4514.0,2022-08-22 00:00:00,1.0,2310,1,12000
4514.0,2022-08-22 00:00:00,2.0,6210,1,600
4515.0,2022-08-22 00:00:00,1.0,1010,1,24500
4515.0,2022-08-22 00:00:00,2.0,1108,1,13000
4515.0,2022-08-22 00:00:00,3.0,1708,1,7000
4515.0,2022-08-22 00:00:00,4.0,1608,1,14500
4516.0,2022-08-22 00:00:00,1.0,1006,1,23500
4516.0,2022-08-22 00:00:00,2.0,1608,1,14500
4516.0,2022-08-22 00:00:00,3.0,1508,1,14500
4516.0,2022-08-22 00:00:00,4.0,1808,1,9000
4516.0,2022-08-22 00:00:00,5.0,1108,1,12000
4516.0,2022-08-22 00:00:00,6.0,1308,1,8500
4517.0,2022-08-22 00:00:00,1.0,2320,1,14500
4518.0,2022-08-22 00:00:00,1.0,2312,1,12500
4518.0,2022-08-22 00:00:00,2.0,6102,1,3000
4519.0,2022-08-22 00:00:00,1.0,6102,2,4000
4520.0,2022-08-22 00:00:00,1.0,6102,1,5000
4521.0,2022-08-23 00:00:00,1.0,6102,1,1500
4522.0,2022-08-23 00:00:00,1.0,1512,1,15500
4522.0,2022-08-23 00:00:00,2.0,1112,1,14000
4523.0,2022-08-23 00:00:00,1.0,1014,1,25500
4523.0,2022-08-23 00:00:00,2.0,1114,1,13500
4523.0,2022-08-23 00:00:00,3.0,1314,1,9500
4525.0,2022-08-23 00:00:00,1.0,2318,1,14000
4089.0,2022-05-05 00:00:00,1.0,6320,1,18500
4088.0,2022-05-05 00:00:00,1.0,9006,1,10000
4087.0,2022-05-05 00:00:00,1.0,1122,1,14500
4087.0,2022-05-05 00:00:00,2.0,1920,1,9800
4085.0,2022-05-05 00:00:00,1.0,2316,1,13500
4084.0,2022-05-05 00:00:00,1.0,6408,1,14000
4083.0,2022-05-05 00:00:00,1.0,1010,1,23500
4083.0,2022-05-05 00:00:00,2.0,1510,1,15000
4082.0,2022-05-05 00:00:00,1.0,2208,1,25000
4081.0,2022-05-05 00:00:00,1.0,2312,1,12500
4081.0,2022-05-05 00:00:00,2.0,1812,1,9000
4526.0,2022-08-23 00:00:00,1.0,1520,1,17500
4524.0,2022-08-23 00:00:00,1.0,6102,1,10000
4527.0,2022-08-23 00:00:00,1.0,1112,1,13000
4528.0,2022-08-23 00:00:00,1.0,2324,1,15500
4528.0,2022-08-23 00:00:00,2.0,1324,1,10000
4528.0,2022-08-23 00:00:00,3.0,1524,1,18500
4528.0,2022-08-23 00:00:00,4.0,1624,1,18500
4528.0,2022-08-23 00:00:00,5.0,1924,1,10000
4529.0,2022-08-23 00:00:00,1.0,1324,1,10000
4530.0,2022-08-23 00:00:00,1.0,2308,1,11500
4080.0,2022-05-05 00:00:00,1.0,2206,1,24000
4079.0,2022-05-05 00:00:00,1.0,1120,1,14500
4078.0,2022-05-05 00:00:00,1.0,2308,1,11500
4077.0,2022-05-05 00:00:00,1.0,1510,1,15000
4077.0,2022-05-05 00:00:00,2.0,2308,1,11500
4077.0,2022-05-05 00:00:00,3.0,2314,1,13000
4076.0,2022-05-05 00:00:00,1.0,2318,1,13800
4076.0,2022-05-05 00:00:00,2.0,1318,1,8000
4075.0,2022-05-05 00:00:00,1.0,6412,1,15000
4074.0,2022-05-04 00:00:00,1.0,6406,1,10000
4074.0,2022-05-04 00:00:00,2.0,1206,1,9000
4531.0,2022-08-24 00:00:00,1.0,2518,1,15000
4532.0,2022-08-24 00:00:00,1.0,6102,1,1500
4533.0,2022-08-24 00:00:00,1.0,9114,1,13000
4533.0,2022-08-24 00:00:00,2.0,9214,1,8000
4533.0,2022-08-24 00:00:00,3.0,9414,1,14500
4534.0,2022-08-24 00:00:00,1.0,2314,1,13000
4534.0,2022-08-24 00:00:00,2.0,1114,1,14000
4535.0,2022-08-25 00:00:00,1.0,6102,1,1000
4536.0,2022-08-25 00:00:00,1.0,1120,2,14500
4537.0,2022-08-25 00:00:00,1.0,6102,1,8000
4538.0,2022-08-25 00:00:00,1.0,6102,1,6000
4539.0,2022-08-25 00:00:00,1.0,2410,1,14500
4539.0,2022-08-25 00:00:00,2.0,6102,1,4500
4073.0,2022-05-04 00:00:00,1.0,2306,1,10500
4073.0,2022-05-04 00:00:00,2.0,2308,1,11500
4072.0,2022-05-04 00:00:00,1.0,1322,1,8000
4072.0,2022-05-04 00:00:00,2.0,1320,1,8500
4071.0,2022-05-04 00:00:00,1.0,2516,1,11000
4001.0,2022-04-27 00:00:00,1.0,2314,1,13000
4002.0,2022-04-27 00:00:00,1.0,2308,1,11500
4003.0,2022-04-27 00:00:00,1.0,6408,1,14000
4003.0,2022-04-27 00:00:00,2.0,1120,1,13500
4003.0,2022-04-27 00:00:00,3.0,1320,1,8500
4004.0,2022-04-27 00:00:00,1.0,1918,1,11500
4005.0,2022-04-27 00:00:00,1.0,2222,1,18500
4007.0,2022-04-27 00:00:00,1.0,2524,1,14000
4008.0,2022-04-17 00:00:00,1.0,6408,1,14000
4009.0,2022-04-27 00:00:00,1.0,2518,1,11000
4009.0,2022-04-27 00:00:00,2.0,2522,1,12000
4009.0,2022-04-27 00:00:00,3.0,2524,1,13000
4010.0,2022-04-28 00:00:00,1.0,1106,1,11500
4010.0,2022-04-28 00:00:00,2.0,1506,1,14000
4011.0,2022-04-28 00:00:00,1.0,2414,1,15000
4012.0,2022-04-28 00:00:00,1.0,1112,1,13000
4012.0,2022-04-28 00:00:00,2.0,2310,1,12000
4013.0,2022-04-28 00:00:00,1.0,1914,1,9000
4041.0,2022-04-28 00:00:00,1.0,2318,1,13500
4015.0,2022-04-28 00:00:00,1.0,6406,1,13500
4015.0,2022-04-28 00:00:00,2.0,6418,1,16500
4016.0,2022-04-28 00:00:00,1.0,1612,1,15500
4017.0,2022-04-28 00:00:00,1.0,1316,1,8500
4018.0,2022-04-28 00:00:00,1.0,2520,1,13000
4019.0,2022-04-28 00:00:00,1.0,2122,1,17000
4021.0,2022-04-29 00:00:00,1.0,2216,1,27000
4022.0,2022-04-29 00:00:00,1.0,1016,1,27000
4023.0,2022-04-29 00:00:00,1.0,2418,1,12000
4023.0,2022-04-29 00:00:00,2.0,1318,1,9800
4024.0,2022-04-29 00:00:00,1.0,2310,1,12000
4025.0,2022-04-29 00:00:00,1.0,2220,1,28000
4026.0,2022-04-29 00:00:00,1.0,6806,1,21500
4027.0,2022-04-29 00:00:00,1.0,1308,1,9000
4028.0,2022-04-29 00:00:00,1.0,1612,1,15500
4029.0,2022-04-29 00:00:00,1.0,2310,1,12000
4029.0,2022-04-29 00:00:00,2.0,1110,1,13500
4030.0,2022-04-29 00:00:00,1.0,2604,1,21800
4030.0,2022-04-29 00:00:00,2.0,2904,1,9500
4540.0,2022-08-25 00:00:00,1.0,2312,1,12500
4542.0,2022-08-26 00:00:00,1.0,1312,2,9000
4543.0,2022-08-26 00:00:00,1.0,1312,1,9000
4544.0,2022-08-26 00:00:00,1.0,1910,1,8800
4541.0,2022-08-26 00:00:00,1.0,2310,1,12000
4545.0,2022-08-26 00:00:00,1.0,1916,1,9300
4546.0,2022-08-29 00:00:00,1.0,2316,1,13500
4546.0,2022-08-29 00:00:00,2.0,1316,1,9800
4546.0,2022-08-29 00:00:00,3.0,1118,1,14000
4547.0,2022-08-29 00:00:00,1.0,1114,2,13500
4547.0,2022-08-29 00:00:00,2.0,1614,1,16000
4548.0,2022-08-29 00:00:00,1.0,1816,1,11000
4549.0,2022-08-29 00:00:00,1.0,2314,1,13000
4550.0,2022-08-29 00:00:00,1.0,2322,1,15000
4551.0,2022-08-29 00:00:00,1.0,6102,1,6000
4552.0,2022-08-29 00:00:00,1.0,1116,1,13500
4553.0,2022-08-30 00:00:00,1.0,2312,1,12500
4554.0,2022-08-30 00:00:00,1.0,1010,1,24500
4554.0,2022-08-30 00:00:00,2.0,1110,1,12500
4554.0,2022-08-30 00:00:00,3.0,1310,1,8500
4554.0,2022-08-30 00:00:00,4.0,2106,1,14800
4555.0,2022-08-30 00:00:00,1.0,2306,1,11000
4556.0,2022-08-30 00:00:00,1.0,6906,1,10500
4556.0,2022-08-30 00:00:00,2.0,7008,1,12500
4557.0,2022-08-30 00:00:00,1.0,1420,1,12000
4558.0,2022-08-30 00:00:00,1.0,1618,1,17000
4558.0,2022-08-30 00:00:00,2.0,2318,1,14000
4559.0,2022-08-30 00:00:00,1.0,6102,1,8400
4560.0,2022-08-31 00:00:00,1.0,1516,1,16500
4561.0,2022-08-31 00:00:00,1.0,4108,1,7500
4563.0,2022-08-31 00:00:00,1.0,6102,1,2000
4562.0,2022-08-31 00:00:00,1.0,6210,1,3000
4031.0,2022-04-29 00:00:00,1.0,2316,1,13500
4032.0,2022-04-29 00:00:00,1.0,6408,1,14000
4034.0,2022-05-02 00:00:00,1.0,1310,1,7500
4564.0,2022-08-31 00:00:00,1.0,9308,1,11500
4564.0,2022-08-31 00:00:00,2.0,9210,1,7500
4565.0,2022-08-31 00:00:00,1.0,1010,1,24500
4565.0,2022-08-31 00:00:00,2.0,9210,1,7500
4035.0,2022-05-02 00:00:00,1.0,2604,2,21800
4036.0,2022-05-02 00:00:00,1.0,2604,2,21800
4037.0,2022-05-02 00:00:00,1.0,1010,1,22000
4037.0,2022-05-02 00:00:00,2.0,1310,1,8500
4038.0,2022-05-02 00:00:00,1.0,2314,1,13000
4039.0,2022-05-02 00:00:00,1.0,2212,1,26000
4040.0,2022-05-02 00:00:00,1.0,1512,1,15500
4042.0,2022-05-02 00:00:00,1.0,6102,1,4000
4043.0,2022-05-02 00:00:00,1.0,2314,1,13000
4043.0,2022-05-02 00:00:00,2.0,1120,1,14500
4044.0,2022-05-02 00:00:00,1.0,2208,1,25000
4045.0,2022-05-03 00:00:00,1.0,1110,1,12500
4046.0,2022-05-04 00:00:00,1.0,6514,1,15500
4047.0,2022-04-03 00:00:00,1.0,2308,1,11500
4566.0,2022-08-31 00:00:00,1.0,1120,1,14500
4567.0,2022-08-31 00:00:00,1.0,2316,1,13500
4567.0,2022-08-31 00:00:00,2.0,1116,1,14000
4567.0,2022-08-31 00:00:00,3.0,6210,1,1000
4567.0,2022-08-31 00:00:00,4.0,6210,1,1500
4048.0,2022-06-01 00:00:00,1.0,2308,1,11500
4049.0,2022-05-03 00:00:00,1.0,2308,1,11500
4050.0,2022-05-03 00:00:00,1.0,2318,1,13800
3951.0,2022-04-21 00:00:00,1.0,1010,1,23500
3952.0,2022-04-21 00:00:00,1.0,2212,1,26000
3954.0,2022-04-21 00:00:00,1.0,7406,1,10000
3954.0,2022-04-21 00:00:00,2.0,6904,1,10000
3955.0,2022-04-22 00:00:00,1.0,2316,1,13500
3956.0,2022-04-21 00:00:00,1.0,6102,1,13000
3957.0,2022-04-21 00:00:00,1.0,2316,1,12000
3957.0,2022-04-21 00:00:00,2.0,1318,1,8500
3960.0,2022-04-21 00:00:00,1.0,1016,1,27000
3960.0,2022-04-21 00:00:00,2.0,1116,1,13500
3961.0,2022-04-22 00:00:00,1.0,2306,1,10500
3962.0,2022-04-22 00:00:00,1.0,1106,2,11500
3962.0,2022-04-22 00:00:00,2.0,1508,1,14000
3963.0,2022-04-22 00:00:00,1.0,2416,1,15000
3964.0,2022-04-22 00:00:00,1.0,9316,1,12500
3965.0,2022-04-22 00:00:00,1.0,1510,1,15000
3966.0,2022-04-22 00:00:00,1.0,1508,1,15000
3966.0,2022-04-22 00:00:00,2.0,2306,1,10500
3966.0,2022-04-22 00:00:00,3.0,6210,1,2500
3967.0,2022-04-22 00:00:00,1.0,9304,1,9800
3969.0,2022-04-25 00:00:00,1.0,1612,1,15500
3969.0,2022-04-25 00:00:00,2.0,2212,1,26000
3971.0,2022-04-25 00:00:00,1.0,2218,1,26500
4568.0,2022-08-31 00:00:00,1.0,2322,2,15000
4570.0,2022-08-31 00:00:00,1.0,4118,1,9000
4569.0,2022-08-31 00:00:00,1.0,1318,1,9800
4571.0,2022-08-31 00:00:00,1.0,1916,1,9300
4572.0,2022-08-31 00:00:00,1.0,1116,1,13500
4572.0,2022-08-31 00:00:00,2.0,1316,1,9500
4573.0,2022-09-01 00:00:00,1.0,4508,1,9500
4573.0,2022-09-01 00:00:00,2.0,6408,1,14000
4573.0,2022-09-01 00:00:00,3.0,4008,1,22500
4573.0,2022-09-01 00:00:00,4.0,6101,1,3500
4000.0,2022-04-26 00:00:00,1.0,6708,1,9800
4000.0,2022-04-26 00:00:00,2.0,6808,1,22000
3999.0,2022-04-12 00:00:00,1.0,2212,1,13000
3998.0,2022-04-27 00:00:00,1.0,2222,1,28500
3997.0,2022-04-27 00:00:00,1.0,2222,2,28500
3996.0,2022-04-26 00:00:00,1.0,1918,1,9800
3995.0,2022-04-26 00:00:00,1.0,2314,1,13000
3995.0,2022-04-26 00:00:00,2.0,1114,1,15500
3994.0,2022-04-26 00:00:00,1.0,2312,1,10800
3993.0,2022-04-26 00:00:00,1.0,1016,1,24500
3993.0,2022-04-26 00:00:00,2.0,1116,1,12500
3992.0,2022-04-26 00:00:00,1.0,2306,1,10500
3992.0,2022-04-26 00:00:00,2.0,1306,1,7000
3991.0,2022-04-26 00:00:00,1.0,2314,1,13000
3990.0,2022-04-26 00:00:00,1.0,6102,1,6000
4574.0,2022-09-01 00:00:00,1.0,4108,1,7500
3988.0,2022-04-26 00:00:00,1.0,1112,1,13000
3987.0,2022-04-26 00:00:00,1.0,2208,1,25000
3987.0,2022-04-26 00:00:00,2.0,2212,1,26000
3987.0,2022-04-26 00:00:00,3.0,1508,1,14500
3987.0,2022-04-26 00:00:00,4.0,1512,1,15500
3987.0,2022-04-26 00:00:00,5.0,1110,1,13000
3987.0,2022-04-26 00:00:00,6.0,1122,1,13500
3986.0,2022-04-16 00:00:00,1.0,2210,1,25500
3985.0,2022-04-26 00:00:00,1.0,6408,1,14000
4575.0,2022-09-01 00:00:00,1.0,1722,1,9000
3984.0,2022-04-26 00:00:00,1.0,2412,1,14500
3984.0,2022-04-26 00:00:00,2.0,1512,1,15500
3984.0,2022-04-26 00:00:00,3.0,2212,1,26000
3983.0,2022-04-26 00:00:00,1.0,2222,1,7500
3982.0,2022-04-25 00:00:00,1.0,2212,1,14000
3981.0,2022-04-25 00:00:00,1.0,1310,1,8500
3981.0,2022-04-25 00:00:00,2.0,1110,1,13500
4576.0,2022-09-01 00:00:00,1.0,2312,1,12500
559.0,2022-09-02 00:00:00,1.0,2312,-1,12500
4577.0,2022-09-02 00:00:00,1.0,6210,1,1500
4578.0,2022-09-02 00:00:00,1.0,6102,1,2000
4579.0,2022-09-02 00:00:00,1.0,2320,1,14500
3979.0,2022-04-25 00:00:00,1.0,9210,1,7500
3978.0,2022-04-25 00:00:00,1.0,1912,1,8800
3977.0,2022-04-25 00:00:00,1.0,2312,1,12500
3976.0,2022-04-25 00:00:00,1.0,2218,1,28000
3975.0,2022-04-25 00:00:00,1.0,2212,1,25000
3973.0,2022-04-25 00:00:00,1.0,2316,1,13500
3972.0,2022-04-25 00:00:00,1.0,1920,1,9800
3901.0,2022-04-14 00:00:00,1.0,2010,1,10000
3902.0,2022-04-14 00:00:00,1.0,1622,1,17500
3903.0,2022-04-14 00:00:00,1.0,2318,1,13800
3904.0,2022-04-14 00:00:00,1.0,2903,4,8800
3905.0,2022-04-14 00:00:00,1.0,1116,1,13500
3905.0,2022-04-14 00:00:00,2.0,2218,1,28000
3906.0,2022-04-14 00:00:00,1.0,1918,1,9500
3906.0,2022-04-14 00:00:00,2.0,1616,1,17000
3907.0,2022-04-18 00:00:00,1.0,7206,1,9500
3907.0,2022-04-18 00:00:00,2.0,7206,1,9500
4581.0,2022-09-02 00:00:00,1.0,1910,1,8800
4582.0,2022-09-02 00:00:00,1.0,1112,1,13000
3908.0,2022-04-18 00:00:00,1.0,6414,1,15500
4583.0,2022-09-02 00:00:00,1.0,6322,1,20000
4583.0,2022-09-02 00:00:00,2.0,6102,1,2000
4584.0,2022-09-02 00:00:00,1.0,1120,1,14500
4585.0,2022-09-05 00:00:00,1.0,2322,1,15000
4586.0,2022-09-05 00:00:00,1.0,1314,1,9500
4587.0,2022-09-05 00:00:00,1.0,1516,1,16500
4587.0,2022-09-05 00:00:00,2.0,1116,1,14000
4588.0,2022-09-05 00:00:00,1.0,6102,1,5000
4589.0,2022-09-05 00:00:00,1.0,1716,1,8500
3909.0,2022-08-18 00:00:00,1.0,1120,1,14500
3910.0,2022-04-18 00:00:00,1.0,1314,1,8200
3911.0,2022-04-18 00:00:00,1.0,1616,1,16000
3912.0,2022-04-18 00:00:00,1.0,2310,1,12000
3912.0,2022-04-18 00:00:00,2.0,1110,1,13500
3913.0,2022-04-18 00:00:00,1.0,1120,1,14500
3914.0,2022-04-18 00:00:00,1.0,2212,1,26000
4580.0,2022-09-02 00:00:00,1.0,2316,1,13500
3915.0,2022-04-18 00:00:00,1.0,2604,1,21800
3916.0,2022-04-16 00:00:00,1.0,1122,1,14500
3917.0,2022-04-18 00:00:00,1.0,2218,1,15500
3917.0,2022-04-18 00:00:00,2.0,2310,1,12000
3919.0,2022-04-18 00:00:00,1.0,2318,1,13800
3920.0,2022-04-18 00:00:00,1.0,2208,1,25000
9321.0,2022-04-18 00:00:00,1.0,1118,1,14000
3922.0,2022-04-18 00:00:00,1.0,1314,2,8200
3922.0,2022-04-18 00:00:00,2.0,1214,1,14500
3923.0,2022-04-18 00:00:00,1.0,1814,1,11000
3924.0,2022-04-18 00:00:00,1.0,2322,1,14500
3925.0,2022-04-18 00:00:00,1.0,1108,1,25000
3926.0,2022-04-19 00:00:00,1.0,1706,1,6500
3926.0,2022-04-19 00:00:00,2.0,1306,1,8500
3926.0,2022-04-19 00:00:00,3.0,2316,1,13500
4590.0,2022-09-05 00:00:00,1.0,1318,1,9800
4590.0,2022-09-05 00:00:00,2.0,1120,1,14500
4590.0,2022-09-05 00:00:00,3.0,2320,1,14500
4590.0,2022-09-05 00:00:00,4.0,6422,1,17000
4591.0,2022-09-05 00:00:00,1.0,1024,1,30000
4591.0,2022-09-05 00:00:00,2.0,1322,2,9800
3927.0,2022-04-19 00:00:00,1.0,1506,1,14000
3927.0,2022-04-19 00:00:00,2.0,1106,2,12500
3927.0,2022-04-19 00:00:00,3.0,6102,1,2000
3928.0,2022-04-19 00:00:00,1.0,2222,1,28500
3929.0,2022-04-19 00:00:00,1.0,6410,1,5000
3930.0,2022-04-19 00:00:00,1.0,2326,1,15000
3930.0,2022-04-19 00:00:00,2.0,2322,1,14500
3930.0,2022-04-19 00:00:00,3.0,1524,1,17500
3930.0,2022-04-19 00:00:00,4.0,1122,1,14500
3931.0,2022-04-19 00:00:00,1.0,1310,1,7500
3931.0,2022-04-19 00:00:00,2.0,6002,1,5000
3933.0,2022-04-19 00:00:00,1.0,1004,1,21800
3933.0,2022-04-19 00:00:00,2.0,2304,1,10000
3933.0,2022-04-19 00:00:00,3.0,1306,3,9500
3934.0,2022-04-19 00:00:00,1.0,2212,1,26000
4592.0,2022-09-06 00:00:00,1.0,1010,1,24500
4593.0,2022-09-06 00:00:00,1.0,6102,1,4000
4594.0,2022-09-06 00:00:00,1.0,9410,1,14000
4595.0,2022-09-06 00:00:00,1.0,2314,1,13000
4596.0,2022-09-06 00:00:00,1.0,98022,2,15000
4597.0,2022-09-06 00:00:00,1.0,6210,1,1500
4598.0,2022-09-07 00:00:00,1.0,6322,1,18000
4599.0,2022-09-07 00:00:00,1.0,1814,1,11000
4599.0,2022-09-07 00:00:00,2.0,2312,1,13000
4600.0,2022-09-07 00:00:00,1.0,2318,1,14000
4601.0,2022-09-07 00:00:00,1.0,6102,1,4500
4602.0,2022-09-07 00:00:00,1.0,98020,1,15000
4603.0,2022-09-07 00:00:00,1.0,2322,1,15000
4604.0,2022-09-08 00:00:00,1.0,1912,1,8800
3935.0,2022-04-19 00:00:00,1.0,1606,1,14000
3936.0,2022-04-19 00:00:00,1.0,1412,1,9200
3937.0,2022-04-19 00:00:00,1.0,2212,1,26000
3937.0,2022-04-19 00:00:00,2.0,1210,1,13500
3938.0,2022-04-19 00:00:00,1.0,1122,1,18000
3938.0,2022-04-19 00:00:00,2.0,2322,2,15000
3939.0,2022-04-19 00:00:00,1.0,9212,1,7800
3941.0,2022-04-20 00:00:00,1.0,1518,1,17000
4605.0,2022-09-08 00:00:00,1.0,10603,2,8500
3943.0,2022-04-20 00:00:00,1.0,1120,1,14500
3943.0,2022-04-20 00:00:00,2.0,1320,1,9000
3944.0,2022-04-20 00:00:00,1.0,6708,1,9800
3944.0,2022-04-20 00:00:00,2.0,7208,1,9000
3947.0,2022-04-20 00:00:00,1.0,97022,1,12000
3950.0,2022-04-20 00:00:00,1.0,2604,1,21800
3950.0,2022-04-20 00:00:00,2.0,2904,1,8000
3851.0,2022-04-07 00:00:00,1.0,1112,1,13000
3851.0,2022-04-07 00:00:00,2.0,1214,1,14500
3851.0,2022-04-07 00:00:00,3.0,2212,1,26000
3852.0,2022-04-08 00:00:00,1.0,4818,1,12000
3853.0,2022-04-08 00:00:00,1.0,2514,1,10000
3854.0,2022-03-08 00:00:00,1.0,59014,1,10000
3855.0,2022-04-11 00:00:00,1.0,4008,1,22000
3855.0,2022-04-11 00:00:00,2.0,4108,1,7500
3855.0,2022-04-11 00:00:00,3.0,6210,1,8500
3856.0,2022-04-11 00:00:00,1.0,1210,1,14500
3857.0,2022-04-11 00:00:00,1.0,1120,1,14500
3857.0,2022-04-11 00:00:00,2.0,1522,1,17500
3857.0,2022-04-11 00:00:00,3.0,2420,1,15800
3858.0,2022-04-11 00:00:00,1.0,1006,1,22500
4606.0,2022-09-08 00:00:00,1.0,1916,1,9300
4607.0,2022-09-08 00:00:00,1.0,1624,1,18500
4608.0,2022-09-08 00:00:00,1.0,1126,2,15000
3859.0,2022-04-11 00:00:00,1.0,1116,1,13500
3860.0,2022-04-11 00:00:00,1.0,1118,1,13500
3861.0,2022-04-11 00:00:00,1.0,2306,1,10500
3861.0,2022-04-11 00:00:00,2.0,1608,1,14500
3862.0,2022-04-11 00:00:00,1.0,2314,1,12000
3863.0,2022-04-11 00:00:00,1.0,1122,1,14500
3865.0,2022-04-11 00:00:00,1.0,2318,1,13800
3866.0,2022-04-11 00:00:00,1.0,2318,1,13800
3866.0,2022-04-11 00:00:00,2.0,1318,1,8800
3867.0,2022-04-11 00:00:00,1.0,9324,1,15000
3868.0,2022-04-11 00:00:00,1.0,2324,1,15000
4609.0,2022-09-09 00:00:00,1.0,1312,1,9000
4610.0,2022-09-09 00:00:00,1.0,6210,1,18000
4611.0,2022-09-09 00:00:00,1.0,1522,1,18000
4612.0,2022-09-09 00:00:00,1.0,2306,1,11000
4612.0,2022-09-09 00:00:00,2.0,1310,1,8500
4612.0,2022-09-09 00:00:00,3.0,6002,1,5000
3869.0,2022-04-11 00:00:00,1.0,6210,1,5300
3870.0,2022-04-14 00:00:00,1.0,2222,1,15000
3871.0,2022-04-12 00:00:00,1.0,4816,1,11000
3872.0,2022-04-12 00:00:00,1.0,1214,2,12000
3872.0,2022-04-12 00:00:00,2.0,2304,1,10000
3873.0,2022-04-12 00:00:00,1.0,6002,1,5000
3875.0,2022-04-12 00:00:00,1.0,2324,1,15000
3879.0,2022-04-12 00:00:00,1.0,1308,1,9800
3880.0,2022-04-13 00:00:00,1.0,1020,1,25500
3880.0,2022-04-13 00:00:00,2.0,1120,1,13000
3881.0,2022-04-13 00:00:00,1.0,4910,2,12000
3882.0,2022-04-13 00:00:00,1.0,10704,1,9500
3883.0,2022-04-13 00:00:00,1.0,1016,1,10000
3884.0,2022-04-13 00:00:00,1.0,1710,1,7000
3884.0,2022-04-13 00:00:00,2.0,1310,1,7500
3884.0,2022-04-13 00:00:00,3.0,1410,1,8500
3885.0,2022-04-14 00:00:00,1.0,19118,1,11800
3886.0,2022-04-14 00:00:00,1.0,9320,1,13000
3887.0,2022-04-13 00:00:00,1.0,1306,1,7000
3887.0,2022-04-13 00:00:00,2.0,1006,1,22500
3888.0,2022-04-13 00:00:00,1.0,1120,1,14500
